constraint_id,s,p,o,cdate,cuser,ddate,duser,history_file,match_status
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q37865246,wdt:P21,wd:Q20,2018-06-22T20:04:37Z,2001:999:40:BFA1:60F3:273F:3B9:C34A,2018-06-22T20:11:08Z,Pasleim,20250501-triple-pages-meta-history19-p39232535p39276331.csv,found
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q10314243,wdt:P21,wd:Q29,2016-02-02T17:29:30Z,62.151.129.236,2016-02-02T18:12:37Z,HakanIST,20250501-triple-pages-meta-history9-p11605867p11663252.csv,found
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q11703587,wdt:P21,wd:Q29,2017-01-05T03:20:55Z,95.18.168.102,2017-01-05T04:15:22Z,El Ayudante,20250501-triple-pages-meta-history9-p12813100p12861362.csv,found
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q4115189,wdt:P21,wd:Q30,2017-05-14T12:24:51Z,Phipra,2017-05-16T15:50:15Z,Jonas Kress (WMDE),20250501-triple-pages-meta-history5-p4215206p4248970.csv,found
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q47188937,wdt:P21,wd:Q31,2018-01-11T09:35:54Z,QuickStatementsBot,2018-01-15T10:31:55Z,Sjoerddebruin,20250501-triple-pages-meta-history21-p48212744p48274227.csv,found
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q709470,wdt:P21,wd:Q58,2015-11-27T21:11:05Z,176.183.91.124,2015-11-27T21:11:59Z,176.183.91.124,20250501-triple-pages-meta-history2-p665121p672176.csv,found
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q28101230,wdt:P21,wd:Q77,2017-12-11T13:34:55Z,Zeroth,2017-12-11T13:34:58Z,Zeroth,20250501-triple-pages-meta-history17-p29784854p29822012.csv,found
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q922334,wdt:P21,wd:Q140,2016-12-05T11:09:57Z,79.152.3.49,2016-12-05T11:29:45Z,YMS,20250501-triple-pages-meta-history2-p860663p873865.csv,found
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q4115189,wdt:P21,wd:Q140,2017-02-01T12:33:04Z,Mr. Ibrahem,2017-02-03T07:58:35Z,Alicia Fagerving (WMSE),20250501-triple-pages-meta-history5-p4215206p4248970.csv,found
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q5879014,wdt:P21,wd:Q140,2017-02-08T09:08:53Z,150.241.162.242,2017-02-08T11:16:23Z,YMS,20250501-triple-pages-meta-history6-p5633002p5678277.csv,found
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q3380088,wdt:P21,wd:Q142,2017-04-19T08:53:47Z,41.137.32.16,2017-04-19T13:38:25Z,ديفيد عادل وهبة خليل 2,20250501-triple-pages-meta-history5-p3201173p3226095.csv,found
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q16867,wdt:P21,wd:Q144,2013-04-29T02:59:55Z,68.42.35.86,2013-04-29T21:46:17Z,Sk!d,20250501-triple-pages-meta-history1-p18476p21442.csv,found
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q19217,wdt:P21,wd:Q144,2016-09-10T14:20:01Z,59.148.102.132,2016-09-11T18:18:01Z,YMS,20250501-triple-pages-meta-history1-p21443p25361.csv,found
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q44483,wdt:P21,wd:Q144,2015-12-14T20:54:47Z,181.26.216.157,2015-12-14T21:52:14Z,HakanIST,20250501-triple-pages-meta-history1-p45518p48268.csv,found
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q45792,wdt:P21,wd:Q144,2015-03-26T20:44:03Z,206.110.108.3,2015-03-26T20:50:01Z,Percutio,20250501-triple-pages-meta-history1-p45518p48268.csv,found
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q234583,wdt:P21,wd:Q144,2015-10-21T17:03:00Z,88.24.90.17,2015-10-21T17:18:33Z,Nikki,20250501-triple-pages-meta-history1-p227323p231113.csv,found
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q347418,wdt:P21,wd:Q144,2016-07-02T01:16:41Z,208.99.110.234,2016-07-02T09:51:29Z,YMS,20250501-triple-pages-meta-history1-p323602p335641.csv,found
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q718463,wdt:P21,wd:Q144,2016-01-07T13:19:05Z,208.108.138.44,2016-01-09T12:22:50Z,Srittau,20250501-triple-pages-meta-history2-p672177p681055.csv,found
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q727119,wdt:P21,wd:Q144,2018-05-20T11:16:40Z,84.121.78.131,2018-05-20T11:18:31Z,Wikidelo,20250501-triple-pages-meta-history2-p681056p689318.csv,found
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q1343639,wdt:P21,wd:Q144,2016-04-11T17:41:39Z,68.153.117.1,2016-04-12T01:10:34Z,Haplology,20250501-triple-pages-meta-history3-p1267992p1284689.csv,found
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q2351641,wdt:P21,wd:Q144,2017-02-09T07:46:16Z,80.73.145.217,2017-02-09T09:51:57Z,MisterSynergy,20250501-triple-pages-meta-history4-p2264572p2288024.csv,found
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q15830921,wdt:P21,wd:Q144,2017-02-13T12:07:02Z,217.127.77.99,2017-02-14T07:38:54Z,YMS,20250501-triple-pages-meta-history11-p17449695p17494946.csv,found
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q974678,wdt:P21,wd:Q146,2013-12-05T22:08:20Z,209.66.194.136,2013-12-07T12:53:14Z,YMS,20250501-triple-pages-meta-history2-p918869p931187.csv,found
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q1625070,wdt:P21,wd:Q146,2013-11-18T00:01:51Z,68.198.182.179,2013-12-05T14:17:23Z,YMS,20250501-triple-pages-meta-history3-p1548920p1569129.csv,found
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q3374172,wdt:P21,wd:Q146,2014-05-01T18:54:37Z,66.146.232.3,2014-05-02T07:38:21Z,Matěj Suchánek,20250501-triple-pages-meta-history5-p3201173p3226095.csv,found
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q3499064,wdt:P21,wd:Q146,2018-01-17T20:45:45Z,Nykola Giroux,2018-01-18T15:04:55Z,ديفيد عادل وهبة خليل 2,20250501-triple-pages-meta-history5-p3311286p3340107.csv,found
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q17305889,wdt:P21,wd:Q146,2016-01-31T07:44:42Z,89peanut98,2016-01-31T10:23:44Z,HakanIST,20250501-triple-pages-meta-history12-p18887135p18928859.csv,found
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q720,wdt:P21,wd:Q152,2016-06-01T19:29:00Z,142.29.26.208,2016-06-01T19:54:13Z,Ladsgroup,20250501-triple-pages-meta-history1-p1003p1106.csv,found
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q44980,wdt:P21,wd:Q154,2013-04-02T13:00:41Z,86.179.210.29,2013-04-04T14:03:20Z,Sk!d,20250501-triple-pages-meta-history1-p45518p48268.csv,found
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q2358589,wdt:P21,wd:Q155,2018-06-11T13:19:01Z,201.208.111.128,2018-06-11T22:29:04Z,NicoScribe,20250501-triple-pages-meta-history4-p2264572p2288024.csv,found
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q524664,wdt:P21,wd:Q188,2018-03-23T01:28:03Z,187.147.195.148,2018-03-23T01:31:16Z,Jasc PL,20250501-triple-pages-meta-history2-p488074p497567.csv,found
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q347418,wdt:P21,wd:Q190,2016-04-28T15:37:27Z,88.12.12.74,2016-04-28T15:43:26Z,IceWelder,20250501-triple-pages-meta-history1-p323602p335641.csv,found
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q207,wdt:P21,wd:Q197,2016-01-17T21:12:08Z,Georgebushdidnineeleven,2016-01-17T22:05:50Z,HakanIST,20250501-triple-pages-meta-history1-p285p366.csv,found
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q4115189,wdt:P21,wd:Q202,2015-01-13T19:33:32Z,Addshore,2015-01-15T23:05:08Z,TintoMeches,20250501-triple-pages-meta-history5-p4215206p4248970.csv,found
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q23888846,wdt:P21,wd:Q240,2016-04-19T10:49:20Z,Edoderoo,2016-04-19T10:53:58Z,Edoderoo,20250501-triple-pages-meta-history15-p25870699p25911176.csv,found
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q23888851,wdt:P21,wd:Q240,2016-04-19T10:49:42Z,Edoderoo,2016-04-19T10:53:49Z,Edoderoo,20250501-triple-pages-meta-history15-p25870699p25911176.csv,found
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q917638,wdt:P21,wd:Q256,2015-11-29T00:47:56Z,159.146.8.136,2015-11-30T20:09:52Z,Escudero,20250501-triple-pages-meta-history2-p860663p873865.csv,found
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q21678556,wdt:P21,wd:Q290,2015-12-07T02:14:17Z,DarTar,2015-12-07T02:14:22Z,DarTar,20250501-triple-pages-meta-history14-p23691701p23745339.csv,found
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q27156694,wdt:P21,wd:Q290,2017-10-09T18:06:22Z,151.225.111.121,2017-10-09T18:10:41Z,Pasleim,20250501-triple-pages-meta-history16-p28983402p29021990.csv,found
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q30249284,wdt:P21,wd:Q318,2018-03-12T12:37:55Z,86.34.127.54,2018-03-12T14:33:47Z,NicoScribe,20250501-triple-pages-meta-history18-p31836282p31889951.csv,found
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q6125897,wdt:P21,wd:Q328,2016-01-08T17:03:49Z,Angelasong,2016-01-10T15:09:06Z,Ivan A. Krestinin,20250501-triple-pages-meta-history6-p5909961p5947146.csv,found
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q4115189,wdt:P21,wd:Q350,2014-03-15T20:18:59Z,Pyb,2014-03-15T20:31:41Z,Pyb,20250501-triple-pages-meta-history5-p4215206p4248970.csv,found
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q3441042,wdt:P21,wd:Q352,2015-10-15T10:56:26Z,193.156.161.191,2015-10-15T11:20:03Z,Jared Preston,20250501-triple-pages-meta-history5-p3258923p3284436.csv,found
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q254041,wdt:P21,wd:Q421,2016-09-11T16:48:38Z,190.50.197.200,2016-09-11T18:20:56Z,YMS,20250501-triple-pages-meta-history1-p241699p250104.csv,found
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q2641691,wdt:P21,wd:Q430,2018-06-03T22:35:11Z,190.195.149.88,2018-06-04T01:37:03Z,Irn,20250501-triple-pages-meta-history4-p2538165p2558900.csv,found
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q23,wdt:P21,wd:Q467,2018-04-03T22:59:52Z,174.135.32.5,2018-04-03T23:01:31Z,Pasleim,20250501-triple-pages-meta-history1-p1p154.csv,found
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q52,wdt:P21,wd:Q467,2014-09-18T09:52:42Z,93.177.251.231,2014-09-18T10:17:34Z,Conny,20250501-triple-pages-meta-history1-p155p284.csv,found
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q517,wdt:P21,wd:Q467,,,,,,not_found
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q15935,wdt:P21,wd:Q467,2016-02-16T05:07:00Z,186.151.63.254,2016-02-16T07:00:44Z,YMS,20250501-triple-pages-meta-history1-p18476p21442.csv,found
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q15948,wdt:P21,wd:Q467,2015-05-14T18:49:38Z,189.133.134.176,2015-05-14T21:41:48Z,Jared Preston,20250501-triple-pages-meta-history1-p18476p21442.csv,found
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q17515,wdt:P21,wd:Q467,2018-06-14T14:39:30Z,189.129.64.6,2018-06-14T14:44:29Z,KonstantinaG07,20250501-triple-pages-meta-history1-p18476p21442.csv,found
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q23543,wdt:P21,wd:Q467,2016-05-21T19:53:24Z,68.207.100.43,2016-05-22T00:41:31Z,Stang,20250501-triple-pages-meta-history1-p25362p28590.csv,found
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q29279,wdt:P21,wd:Q467,2016-05-28T03:56:18Z,187.205.108.135,2016-05-28T13:25:55Z,YMS,20250501-triple-pages-meta-history1-p30872p34666.csv,found
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q33240,wdt:P21,wd:Q467,2016-05-26T17:10:54Z,50.233.73.162,2016-05-26T21:10:04Z,Irn,20250501-triple-pages-meta-history1-p34667p38110.csv,found
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q44304,wdt:P21,wd:Q467,2016-09-03T00:49:22Z,186.49.232.134,2016-09-03T01:21:22Z,Prefall,20250501-triple-pages-meta-history1-p45518p48268.csv,found
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q47285,wdt:P21,wd:Q467,2016-11-05T20:36:38Z,177.247.91.1,2016-11-05T22:10:49Z,Jura1,20250501-triple-pages-meta-history1-p48269p50795.csv,found
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q119562,wdt:P21,wd:Q467,2016-01-08T10:48:55Z,Smasi99,2016-01-08T13:32:49Z,YMS,20250501-triple-pages-meta-history1-p121191p127216.csv,found
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q120993,wdt:P21,wd:Q467,2017-01-24T12:31:17Z,88.16.81.92,2017-01-24T12:37:02Z,Fractaler,20250501-triple-pages-meta-history1-p121191p127216.csv,found
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q125816,wdt:P21,wd:Q467,2017-10-03T22:32:31Z,181.49.66.6,2017-10-03T23:32:33Z,DeltaBot,20250501-triple-pages-meta-history1-p127217p132501.csv,found
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q130031,wdt:P21,wd:Q467,2014-02-20T20:53:17Z,Paweł Ziemian,2014-02-25T23:05:03Z,Delusion23,20250501-triple-pages-meta-history1-p127217p132501.csv,found
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q181604,wdt:P21,wd:Q467,2013-09-16T14:45:30Z,Atysn,2013-09-16T16:06:17Z,Atysn,20250501-triple-pages-meta-history1-p178458p181040.csv,found
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q187480,wdt:P21,wd:Q467,2014-12-28T19:23:32Z,190.46.233.38,2014-12-28T20:14:57Z,Matěj Suchánek,20250501-triple-pages-meta-history1-p184028p186805.csv,found
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q188441,wdt:P21,wd:Q467,2013-03-16T21:32:42Z,Seti6908,2013-03-19T16:04:00Z,Espeso,20250501-triple-pages-meta-history1-p186806p188601.csv,found
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q203715,wdt:P21,wd:Q467,2016-09-21T21:25:48Z,179.8.184.102,2016-09-21T21:26:52Z,Jared Preston,20250501-triple-pages-meta-history1-p199398p203613.csv,found
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q236799,wdt:P21,wd:Q467,2013-03-29T08:19:51Z,Camomilla,2013-03-30T18:40:32Z,Sk!d,20250501-triple-pages-meta-history1-p227323p231113.csv,found
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q237994,wdt:P21,wd:Q467,2015-11-12T14:14:23Z,46.16.6.241,2015-11-12T16:34:23Z,Pasleim,20250501-triple-pages-meta-history1-p231114p235536.csv,found
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q242972,wdt:P21,wd:Q467,2015-12-21T16:41:08Z,Schulz-Hameln,2015-12-23T11:34:55Z,KrBot,20250501-triple-pages-meta-history1-p235537p241698.csv,found
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q257889,wdt:P21,wd:Q467,2013-03-16T22:01:50Z,Seti6908,2013-03-19T16:04:26Z,Espeso,20250501-triple-pages-meta-history1-p250105p257925.csv,found
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q266224,wdt:P21,wd:Q467,2016-10-26T19:49:29Z,189.197.200.154,2016-10-26T19:50:14Z,Ferret,20250501-triple-pages-meta-history1-p257926p262011.csv,found
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q266224,wdt:P21,wd:Q467,2018-12-22T08:36:54Z,177.231.194.192,2018-12-22T08:38:50Z,NicoScribe,20250501-triple-pages-meta-history1-p257926p262011.csv,found
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q268099,wdt:P21,wd:Q467,2013-02-08T18:51:59Z,Чаховіч Уладзіслаў,2013-03-19T16:04:44Z,Espeso,20250501-triple-pages-meta-history1-p257926p262011.csv,found
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q313078,wdt:P21,wd:Q467,2016-10-06T21:02:19Z,181.60.25.119,2016-10-06T21:21:01Z,Jklamo,20250501-triple-pages-meta-history1-p301070p303900.csv,found
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q317135,wdt:P21,wd:Q467,2018-01-16T12:46:57Z,194.199.224.109,2018-01-16T12:50:02Z,Morza,20250501-triple-pages-meta-history1-p303901p307584.csv,found
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q365144,wdt:P21,wd:Q467,2017-01-24T20:27:16Z,37.15.43.54,2017-01-24T20:32:46Z,Sänger,20250501-triple-pages-meta-history1-p344428p352663.csv,found
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q371877,wdt:P21,wd:Q467,2015-05-11T04:29:49Z,24.121.145.244,2015-05-11T12:37:04Z,Matěj Suchánek,20250501-triple-pages-meta-history1-p352664p360806.csv,found
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q434164,wdt:P21,wd:Q467,2017-01-24T20:19:44Z,68.116.4.30,2017-01-24T22:30:50Z,DeltaBot,20250501-triple-pages-meta-history1-p406776p415528.csv,found
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q469860,wdt:P21,wd:Q467,2017-05-11T12:55:28Z,176.57.33.78,2017-05-11T14:30:41Z,DeltaBot,20250501-triple-pages-meta-history2-p441398p448684.csv,found
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q475098,wdt:P21,wd:Q467,2015-09-30T11:43:29Z,86.198.68.136,2015-09-30T12:51:00Z,Pasleim,20250501-triple-pages-meta-history2-p441398p448684.csv,found
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q576479,wdt:P21,wd:Q467,2013-03-29T06:22:21Z,Nikosguard,2013-03-30T23:08:17Z,Sk!dbot,20250501-triple-pages-meta-history2-p533569p543207.csv,found
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q603965,wdt:P21,wd:Q467,2014-12-10T21:09:12Z,190.133.91.39,2014-12-10T22:57:05Z,Matiia,20250501-triple-pages-meta-history2-p567317p579677.csv,found
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q647806,wdt:P21,wd:Q467,2014-02-21T14:15:02Z,Laszlovszky András,2014-02-25T23:02:31Z,Delusion23,20250501-triple-pages-meta-history2-p601656p612370.csv,found
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q655529,wdt:P21,wd:Q467,2013-04-06T13:01:11Z,Vinkje83,2013-04-06T13:06:21Z,Vinkje83,20250501-triple-pages-meta-history2-p612371p622985.csv,found
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q708631,wdt:P21,wd:Q467,2016-05-10T12:06:26Z,62.102.240.20,2016-05-10T12:09:14Z,Jared Preston,20250501-triple-pages-meta-history2-p665121p672176.csv,found
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q714458,wdt:P21,wd:Q467,2015-09-17T21:51:29Z,189.243.249.117,2015-09-17T21:53:06Z,189.243.249.117,20250501-triple-pages-meta-history2-p665121p672176.csv,found
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q742087,wdt:P21,wd:Q467,2014-02-21T14:27:01Z,Laszlovszky András,2014-02-25T23:02:18Z,Delusion23,20250501-triple-pages-meta-history2-p689319p698565.csv,found
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q742502,wdt:P21,wd:Q467,2015-09-24T10:07:10Z,Tambo,2015-09-25T07:44:19Z,Dr Zimbu,20250501-triple-pages-meta-history2-p689319p698565.csv,found
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q819585,wdt:P21,wd:Q467,2015-10-23T02:32:33Z,TherasTaneel,2015-10-24T09:24:21Z,PLbot,20250501-triple-pages-meta-history2-p757778p776669.csv,found
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q858026,wdt:P21,wd:Q467,2015-06-30T22:02:13Z,Ezel ve Eyşan - aşk her zaman,2015-06-30T22:12:15Z,Nikki,20250501-triple-pages-meta-history2-p800668p812727.csv,found
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q858635,wdt:P21,wd:Q467,2017-07-13T16:52:20Z,2800:A4:1002:9500:2AE3:47FF:FE4F:7199,2017-07-13T17:23:55Z,ShockD,20250501-triple-pages-meta-history2-p800668p812727.csv,found
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q888631,wdt:P21,wd:Q467,2015-09-08T00:07:23Z,186.150.5.19,2015-09-08T06:17:06Z,Jared Preston,20250501-triple-pages-meta-history2-p826206p845096.csv,found
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q907813,wdt:P21,wd:Q467,2015-10-12T12:44:15Z,Tambo,2015-10-15T18:29:38Z,KrBot,20250501-triple-pages-meta-history2-p845097p860662.csv,found
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q957752,wdt:P21,wd:Q467,2017-07-17T17:50:33Z,Jordi escarre,2017-07-17T17:51:23Z,Jordi escarre,20250501-triple-pages-meta-history2-p907517p918868.csv,found
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q957752,wdt:P21,wd:Q467,2017-07-17T17:52:50Z,Jordi escarre,2017-07-17T17:53:16Z,Jordi escarre,20250501-triple-pages-meta-history2-p907517p918868.csv,found
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q957752,wdt:P21,wd:Q467,2017-07-17T17:50:33Z,Jordi escarre,2017-07-17T17:51:23Z,Jordi escarre,20250501-triple-pages-meta-history2-p907517p918868.csv,found
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q957752,wdt:P21,wd:Q467,2017-07-17T17:52:50Z,Jordi escarre,2017-07-17T17:53:16Z,Jordi escarre,20250501-triple-pages-meta-history2-p907517p918868.csv,found
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q969725,wdt:P21,wd:Q467,2018-03-03T21:40:10Z,156.214.216.68,2018-03-03T21:44:04Z,Dexbot,20250501-triple-pages-meta-history2-p918869p931187.csv,found
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q978126,wdt:P21,wd:Q467,2015-12-04T01:54:37Z,187.179.86.135,2015-12-04T07:57:18Z,HakanIST,20250501-triple-pages-meta-history2-p918869p931187.csv,found
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q1098405,wdt:P21,wd:Q467,2014-02-21T13:05:45Z,Laszlovszky András,2014-02-25T22:54:00Z,Delusion23,20250501-triple-pages-meta-history2-p1044684p1062529.csv,found
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q1103194,wdt:P21,wd:Q467,2014-02-21T14:19:01Z,Laszlovszky András,2014-02-25T22:54:32Z,Delusion23,20250501-triple-pages-meta-history2-p1044684p1062529.csv,found
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q1103512,wdt:P21,wd:Q467,2014-02-21T14:38:38Z,Laszlovszky András,2014-02-25T22:54:40Z,Delusion23,20250501-triple-pages-meta-history2-p1044684p1062529.csv,found
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q1111308,wdt:P21,wd:Q467,2013-03-23T19:24:55Z,Luciandrei,2013-03-31T00:20:58Z,Sk!dbot,20250501-triple-pages-meta-history2-p1044684p1062529.csv,found
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q1132243,wdt:P21,wd:Q467,2015-04-16T08:12:58Z,193.165.2.170,2015-04-16T15:46:18Z,Jared Preston,20250501-triple-pages-meta-history2-p1062530p1083007.csv,found
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q1180189,wdt:P21,wd:Q467,2014-02-21T12:53:54Z,Laszlovszky András,2014-02-25T22:54:52Z,Delusion23,20250501-triple-pages-meta-history3-p1114932p1135094.csv,found
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q1197220,wdt:P21,wd:Q467,2013-04-07T03:37:31Z,27.141.62.194,2013-04-07T03:38:38Z,27.141.62.194,20250501-triple-pages-meta-history3-p1135095p1155027.csv,found
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q1197220,wdt:P21,wd:Q467,2013-04-07T03:43:08Z,27.141.62.194,2013-04-07T10:28:28Z,Sk!dbot,20250501-triple-pages-meta-history3-p1135095p1155027.csv,found
