constraint_id,s,p,o
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q23019341,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q23020981,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q23038414,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q23047441,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q23049747,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q23052670,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q23151794,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q23199322,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q23550499,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q23647822,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q23660877,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q23674715,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q23679902,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q23679911,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q23680699,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q23702169,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q23715594,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q23719665,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q23719703,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q23728763,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q23749387,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q23774090,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q23775148,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q23777327,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q23780498,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q23780612,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q23781171,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q23781883,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q23791793,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q23793229,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q23793511,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q23795679,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q23816068,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q23816881,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q23823617,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q23830045,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q23830385,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q23838072,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q23894964,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q23899792,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q23906031,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q23906883,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q23925517,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q23926151,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q23927515,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q23928150,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q23932570,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q23933497,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q23939415,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q23949672,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q23949677,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q23950503,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q23951669,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q23955921,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q23957762,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q23957835,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q23995166,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q23995483,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q24005108,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q24016034,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q24022528,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q24031591,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q24035169,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q24039669,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q24039673,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q24042262,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q24042424,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q24042836,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q24045524,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q24046041,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q24050416,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q24052602,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q24074279,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q24088959,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q24089041,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q24175747,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q24175767,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q24188601,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q24206774,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q24228906,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q24232620,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q24244923,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q24245341,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q24250195,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q24260566,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q24261880,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q24263756,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q24264162,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q24264176,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q24265049,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q24265167,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q24265211,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q24265480,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q24274719,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q24276191,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q24276373,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q24324386,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q24330340,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q24334680,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q24342262,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q24344131,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q24350967,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q24449220,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q24450109,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q24451839,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q24471576,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q24492132,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q24504162,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q24504958,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q24507354,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q24559671,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q24561810,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q24566640,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q24574426,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q24576696,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q24577982,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q24609242,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q24633370,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q24651898,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q24707558,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q24924219,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q24965258,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q24974260,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q25050986,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q25164967,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q25273101,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q25338405,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q25342380,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q25421120,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q25432312,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q25456328,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q25458786,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q25467966,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q25486254,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q25510348,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q25512188,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q25527578,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q25586070,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q25644150,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q25770192,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q25821768,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q25842528,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q25847274,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q25857929,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q25859176,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q25876953,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q25906430,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q25915411,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q25925484,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q26059470,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q26106945,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q26133487,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q26138294,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q26175545,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q26202388,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q26206871,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q26207189,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q26207203,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q26208835,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q26209183,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q26213197,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q26213470,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q26214340,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q26215063,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q26221040,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q26232789,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q26236260,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q26237136,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q26253733,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q26255000,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q26258182,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q26263379,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q26271121,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q26284824,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q26338766,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q26482520,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q26828718,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q26831064,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q26831133,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q26831377,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q26896911,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q26898136,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q26899644,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q26922706,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q26931557,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q26972839,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q26972850,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q27020154,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q27038724,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q27057958,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q27064269,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q27092930,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q27132628,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q27148867,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q27243308,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q27267572,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q27430412,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q27431472,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q27441530,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q27477776,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q27495873,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q27496196,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q27507204,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q27518362,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q27565142,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q27623146,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q27623597,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q27649219,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q27663844,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q27675062,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q27703121,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q27744577,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q27783588,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q27825159,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q27825663,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q27854120,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q27868557,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q27883872,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q27887070,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q27889397,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q27890529,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q27898222,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q27898484,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q27901804,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q27901840,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q27909233,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q27909996,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q27922013,wdt:P21,wd:Q8441
wds:P21-09D3E4D3-BBC5-4F40-9BB7-CC96C7721A56,wd:Q27928949,wdt:P21,wd:Q8441
